Marca,Modelo,Motor,Potencia (cv),Precio (€),Km,Ciudad,Año,Image
Seat,Ateca 1.5 EcoTSI S&S FR,Gasolina,150,30.985,875,Barcelona,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/16/0/medium/031059376114425563_01.jpg
Seat,León 1.5 EcoTSI S&S FR,Gasolina,150,24.900,3.800,Sevilla,2020,https://imgs.coches.com/coches/fotos/usados/2021/10/14/2/medium/f592c3da1fdd3cbf08eed58752ed1352.jpg
Seat,Arona 1.0 TSI Ecomotive,Gasolina,115,20.900,4.000,Badajoz,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/25/4/medium/444d019c9827a8b0ca0d34003fe2164f.JPG
Seat,Arona 1.0 TSI Ecomotive,Gasolina,95,16.500,10.000,Badajoz,2020,https://imgs.coches.com/coches/fotos/usados/2021/11/13/b/medium/3eeb8dfe26a43740d0de11b021d0ea3b.JPG
Seat,León 1.0 TSI S&S Style 110,Gasolina,110,20.500,10.000,Cadiz,2020,https://imgs.coches.com/coches/fotos/usados/2021/11/25/4/medium/a1257c7801273dacdc1ce17adac4a920.jpg
Seat,León 1.0 TSI S&S Style 110,Gasolina,110,21.500,0,Cadiz,2021,https://imgs.coches.com/coches/fotos/usados/2021/11/23/f/medium/5ab77f7d571eb2c7fd83b5abd09f53e8.jpg
Seat,Arona 1.0 TSI S&S,Gasolina,95,16.800,1,Asturias,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/12/f/medium/f9ea9aeefa8c09f599b89202235d9f94.jpg
Seat,Alhambra 1.4 TSI S&S,Gasolina,150,44.284,0,Madrid,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/19/f/medium/a308920c52365c5229db9d20535cfdde.jpg
Seat,Alhambra 1.4 TSI S&S,Gasolina,150,44.284,0,Madrid,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/19/9/medium/2b860f75ce140a4e63a9f6d8529f7d49.jpg
Seat,Arona 1.0 TSI S&S FR 110,Gasolina,110,18.500,9.825,Illes Balears,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/11/0/medium/7cfd1d81ad9aaa985fd377492a926aa4.jpg
Seat,Arona 1.0 TSI S&S Style 110,Gasolina,110,17.600,8.415,Sevilla,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/08/b/medium/1015c844258ecdec10363d5e136a821b.jpg
Seat,Arona 1.0 TSI S&S Style 110,Gasolina,110,16.400,9.234,Salamanca,2021,https://imgs.coches.com/coches/fotos/usados/2021/11/24/6/medium/f9f925c11446aeea43201b2acf4a1451.JPG
Seat,Ibiza 1.0 TSI S&S Style 110,Gasolina,110,14.990,10.000,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/26/9/medium/f28ca4d4bf425ff07eeadbe18efd5ed1.JPG
Seat,Ibiza 1.0 TSI S&S FR 115,Gasolina,115,15.900,5.136,Guadalajara,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/26/7/medium/cfc7d1c144db983173e58de2474c2cd4.jpg
Seat,Arona 1.0 TSI S&S Style 110,Gasolina,110,16.900,9.157,Guadalajara,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/24/4/medium/a37eec299affbd5e06d82242ae5ae453.JPEG
Seat,Ibiza 1.5 TSI S&S FR,Gasolina,150,23.133,0,Madrid,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/21/3/medium/77dfb65d4f708c7137ea8bb1cfea9315.jpg
Seat,Altea XL 1.9TDI Family,Diesel,105,6.900,114.000,Barcelona,2009,https://imgs.coches.com/coches/fotos/usados/2022/01/20/8/medium/affa99eb2ecd7c79409ef209f3f3e583.jpg
Seat,Ateca 1.0 TSI S&S,Gasolina,110,22.850,48,Sevilla,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/19/6/medium/3de64f80ad1ee4f9c332cfe083b8746b.jpg
Seat,León 1.2 TSI S&S Style 110,Gasolina,110,14.300,40.000,Alicante,2018,https://imgs.coches.com/coches/fotos/usados/2022/01/18/3/medium/031089080516021747_01.jpg
Seat,Ibiza 1.2TDI CR Reference,Diesel,75,7.500,142.110,A Coruña,2012,https://imgs.coches.com/coches/fotos/usados/2022/01/12/0/medium/03100195791639548358863.jpg
Seat,Ateca 2.0TDI CR S&S,Diesel,150,29.990,4.804,Madrid,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/11/a/medium/100c659624b0bd5a3d14b0049a0ce1ee.jpg
Seat,Arona 1.0 TSI Ecomotive,Gasolina,110,16.800,9.600,Valencia,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/24/8/medium/044d53b106ad80ba0154ede16bc2ec81.JPG
Seat,Arona 1.0 TSI S&S Style 110,Gasolina,110,16.500,9.300,Valencia,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/15/2/medium/708c13811791fca3acda353fed4b3de9.JPG
Seat,Ibiza 1.0 MPI S&S Style 80,Gasolina,80,12.585,11.543,Barcelona,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/16/a/medium/031059410915309759_01.jpg
Seat,León 2.0 TSI S&S Cupra,Gasolina,300,25.900,32.215,Barcelona,2017,https://imgs.coches.com/coches/fotos/usados/2022/01/21/2/medium/0311548473745827-745827_1_281696x128029_.JPG
Seat,León 1.6TDI CR S&S,Diesel,115,13.300,90.316,Madrid,2017,https://imgs.coches.com/coches/fotos/usados/2022/01/23/8/medium/031177315515083269_01.jpg
Seat,León 1.6TDI CR S&S,Diesel,105,11.200,109.376,Madrid,2015,https://imgs.coches.com/coches/fotos/usados/2022/01/27/7/medium/031237538015083047_01.jpg
Seat,Arona 1.0 TSI Ecomotive,Gasolina,115,21.990,18.673,Madrid,2020,https://imgs.coches.com/coches/fotos/usados/2021/11/12/1/medium/0300498989imagen.jpg
Seat,Ateca 1.5 EcoTSI S&S FR,Gasolina,150,30.985,875,Barcelona,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/16/0/medium/031059376114425563_01.jpg
Seat,León 1.5 EcoTSI S&S FR,Gasolina,150,24.900,3.800,Sevilla,2020,https://imgs.coches.com/coches/fotos/usados/2021/10/14/2/medium/f592c3da1fdd3cbf08eed58752ed1352.jpg
Seat,Exeo 2.0TDI CR Style,Diesel,120,7.600,210.000,Sevilla,2011,https://imgs.coches.com/coches/fotos/usados/2021/09/30/c/medium/812f984263d974a559696a4b1237712f.jpg
Seat,Toledo 1.0 EcoTSI S&S Style,Gasolina,110,13.450,75.003,Sevilla,2018,https://imgs.coches.com/coches/fotos/usados/2021/09/30/a/medium/366c42c3e284fa09167adc24337231d9.jpg
Seat,Ibiza 1.4TDI CR S&S,Diesel,90,8.000,111.404,Madrid,2017,https://imgs.coches.com/coches/fotos/usados/2021/08/31/f/medium/d4077c290788366a11b50f744cdc14cc.jpg
Seat,León 2.0TDI CR S&S FR,Diesel,150,16.700,82.808,Madrid,2017,https://imgs.coches.com/coches/fotos/usados/2022/01/21/b/medium/0311561081261317-4267JZG_01.jpg
Seat,Arona 1.0 TSI Ecomotive,Gasolina,115,20.900,4.000,Badajoz,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/25/4/medium/444d019c9827a8b0ca0d34003fe2164f.JPG
Seat,León 2.0TDI CR S&S FR,Diesel,150,14.390,179.990,Madrid,2017,https://imgs.coches.com/coches/fotos/usados/2022/01/10/5/medium/d84131cd1e3d28959cb42af99c2cc6d6.jpg
Skoda,Octavia Combi 1.4TSI PHEV,Híbrido,204,33.700,250,Cantabria,2020,https://imgs.coches.com/coches/fotos/usados/2021/08/10/d/medium/1d08a358ee15f3988d956fb49541d0be.jpg
Skoda,Scala 1.0 TSI Ambition,Gasolina,110,18.000,9.000,Pontevedra,2021,https://imgs.coches.com/coches/fotos/usados/2021/07/14/0/medium/0281548770017a9f91-a27d-cfd7-b468-06b70d739d15.jpg
Skoda,Fabia 1.0 TSI Monte Carlo,Gasolina,95,15.400,10.000,Pontevedra,2021,https://imgs.coches.com/coches/fotos/usados/2021/05/07/0/medium/027008353901794252-40be-8537-c937-7d3cf1120613.jpg
Skoda,Enyaq iV 80,Eléctrico,204,42.500,3.000,Pontevedra,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/24/d/medium/0306846255017de6d7-f148-14d5-41ea-1f691bfc1028.jpg
Skoda,Superb 2.0TDI AdBlue,Diesel,150,32.990,10.000,Madrid,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/24/5/medium/7ef1cfb258b7de9dcb011faea4ef2095.JPG
Skoda,Scala 1.0 TSI Sport DSG,Gasolina,110,19.251,0,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/d/medium/9371f9de8c00a3f5a1fde97d120fb048.jpg
Skoda,Scala 1.0 TSI Sport DSG,Gasolina,110,19.380,0,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/e/medium/0c7a664051b7b3080f2cbecdde81105e.jpg
Skoda,Octavia 1.5 TSI Ambition,Gasolina,150,21.364,9.890,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/18/4/medium/031097283516675321_01.jpg
Skoda,Scala 1.0 TSI Style 81kW,Gasolina,110,20.700,4.990,Barcelona,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/14/4/medium/463c3ec224f10cfc6c91e7070fff208b.jfif
Skoda,Enyaq iV 80,Eléctrico,204,43.500,4.500,Badajoz,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/12/4/medium/c55bd2849246c8e2c08317bbd5d95924.JPG
Skoda,Karoq 1.5 TSI Ambition ACT,Gasolina,150,29.900,7.773,Zaragoza,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/12/4/medium/0309949077m_img_114_2636_46963_1641897112.jpg
Skoda,Fabia 1.0 TSI Monte Carlo,Gasolina,95,16.700,7.263,Alicante,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/26/6/medium/0307244613313e66e4-8e7b-4335-b4e0-4b582dfafeb9_original.jpg
Skoda,Fabia 1.0 MPI Active 59kW,Gasolina,80,12.661,0,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/28/1/medium/3b0dec857f0137682f3220330b9c0aa8.jpg
Skoda,Octavia 1.4TSI PHEV Style,Híbrido,204,32.682,0,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/28/1/medium/4beaeabc487d5006e795ef97dedbbf82.jpg
Skoda,Scala 1.0 TSI Ambition,Gasolina,95,17.000,0,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/20/b/medium/f439fe6eb3172f5cadcf76371763c755.jpg
Skoda,Superb 2.0TDI AdBlue,Diesel,150,37.800,0,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/28/c/medium/aa7bdcf901db0f36d9e200b27ac41315.jpg
Skoda,Scala 1.0 TSI Style 81kW,Gasolina,110,18.921,0,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/20/5/medium/315b8449e72eb5c767e3ebee9a38aece.jpg
Skoda,Scala 1.0 TSI Sport 81kW,Gasolina,110,20.790,5.000,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/10/20/9/medium/443e0785e85ea60b0d79c9918a538413.JPG
Skoda,Scala 1.0 TSI Ambition DSG,Gasolina,115,21.490,5.000,Madrid,2020,https://imgs.coches.com/coches/fotos/usados/2021/05/31/1/medium/5902fc6b65ba1e7b2f9d560af7785127.JPG
Skoda,Fabia 1.0 TSI Ambition Plus,Gasolina,95,13.800,10.000,Pontevedra,2021,https://imgs.coches.com/coches/fotos/usados/2021/05/02/2/medium/02692176970178b5af-1885-ac45-428d-80c167981fda.jpg
Skoda,Octavia 2.0TDI CR Ambition,Diesel,150,15.990,99.960,Madrid,2018,https://imgs.coches.com/coches/fotos/usados/2021/12/07/9/medium/bd265db4ccffa67b03744eefdd0c2065.jpg
Skoda,Octavia 2.0TDI CR Like DSG,Diesel,150,12.990,159.000,Barcelona,2017,https://imgs.coches.com/coches/fotos/usados/2021/12/01/c/medium/db5b472db0211dd5f025ea6cc5ad2cb9.jpg
Skoda,Scala 1.5 TSI Ambition DSG,Gasolina,150,18.990,26.714,Madrid,2020,https://imgs.coches.com/coches/fotos/usados/2021/11/23/4/medium/6c25ebcf001ad1a459162c466a411f56.jpg
Skoda,Octavia Combi 2.0TDI RS,Diesel,184,24.900,89.990,Huelva,2016,https://imgs.coches.com/coches/fotos/usados/2021/11/05/b/medium/992caa03da65a9daa3548b1d8a246f23.jpeg
Skoda,Octavia Combi 1.4TSI PHEV,Híbrido,204,33.700,250,Cantabria,2020,https://imgs.coches.com/coches/fotos/usados/2021/08/10/d/medium/1d08a358ee15f3988d956fb49541d0be.jpg
Skoda,Scala 1.0 TSI Ambition,Gasolina,110,18.000,9.000,Pontevedra,2021,https://imgs.coches.com/coches/fotos/usados/2021/07/14/0/medium/0281548770017a9f91-a27d-cfd7-b468-06b70d739d15.jpg
Skoda,Octavia 2.0TDI RS 170,Diesel,170,6.995,208.000,Cordoba,2008,https://imgs.coches.com/coches/fotos/usados/2021/10/23/1/medium/029726968500-1618397932_809.jpg
Skoda,Fabia 1.0 TSI Monte Carlo,Gasolina,95,15.400,10.000,Pontevedra,2021,https://imgs.coches.com/coches/fotos/usados/2021/05/07/0/medium/027008353901794252-40be-8537-c937-7d3cf1120613.jpg
Skoda,Fabia 1.0 TSI Ambition Plus,Gasolina,95,14.200,13.000,Pontevedra,2021,https://imgs.coches.com/coches/fotos/usados/2021/05/07/7/medium/027008363701794256-17bc-db52-cc5b-b166982113e2.jpg
Skoda,Fabia 1.0 TSI Color,Gasolina,95,15.100,13.000,Pontevedra,2021,https://imgs.coches.com/coches/fotos/usados/2021/05/02/8/medium/02692177190178b5b4-1091-2d4b-7c97-853c2b3edbf2.jpg
Skoda,Fabia 1.0 TSI Ambition,Gasolina,95,12.800,22.770,Badajoz,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/10/f/medium/051c5dc240b01bf25a00a9d25826a6f9.JPG
Skoda,Fabia 1.0 TSI Ambition,Gasolina,95,12.800,21.461,Badajoz,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/10/b/medium/092b508fafa48128e1241eb8a3e9e20f.JPG
Skoda,Fabia 1.0 TSI Ambition,Gasolina,95,14.000,18.000,Sevilla,2018,https://imgs.coches.com/coches/fotos/usados/2022/01/20/e/medium/16a0aad897403f54b914d4a7dae83ec5.jpeg
Skoda,Octavia 2.0TDI Ambition,Diesel,115,21.500,21.986,Zaragoza,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/14/3/medium/0310208495m_img_114_2601_47192_1642064206.jpg
Skoda,Karoq 1.5 TSI Ambition ACT,Gasolina,150,19.000,44.338,Madrid,2018,https://imgs.coches.com/coches/fotos/usados/2022/01/18/c/medium/031097465316026793_01.jpg
Skoda,Octavia 2.0 Elegance,Gasolina,115,3.700,140.001,Madrid,2001,https://imgs.coches.com/coches/fotos/usados/2022/01/18/1/medium/031095075516092202_01.jpg
Skoda,Octavia 1.6TDI CR Ambition,Diesel,115,13.950,195,Valencia,2018,https://imgs.coches.com/coches/fotos/usados/2022/01/12/b/medium/a66b9fec13ebeb59743e7ed99513d101.jpg
Skoda,Superb 2.0TDI Ambition DSG,Diesel,150,15.800,85.000,Sevilla,2015,https://imgs.coches.com/coches/fotos/usados/2022/01/08/a/medium/03093971498139d52badbe66a39e07a19554a398a0_original.jpg
Skoda,Scala 1.0 TSI Ambition,Gasolina,110,17.900,14.690,Zaragoza,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/05/9/medium/0308802761m_img_114_2520_46353_1641292347.jpg
Skoda,Octavia Combi 2.0TDI CR,Diesel,170,8.450,170.000,Barcelona,2011,https://imgs.coches.com/coches/fotos/usados/2021/12/07/5/medium/0d9252c4b64ed1c5f8af694d96fda2cd.JPG
Smart,Fortwo Coupé EQ,Eléctrico,82,22.400,6,Cordoba,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/21/d/medium/0306294813W1A4533911K418255_1.jpg
Smart,Forfour EQ,Eléctrico,82,19.000,2.700,Madrid,2020,https://imgs.coches.com/coches/fotos/usados/2021/12/03/4/medium/dd11c5b7d07121003c6fff555b5c5e7e.jpeg
Smart,Fortwo Coupé EQ,Eléctrico,82,23.400,5,Toledo,2021,https://imgs.coches.com/coches/fotos/usados/2021/10/14/9/medium/02958853379390LPD_01.jpg
Smart,Fortwo Coupé EQ,Eléctrico,82,15.900,5.281,Sevilla,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/12/c/medium/03099723839445LPG_01.jpg
Smart,Fortwo Cabrio EQ Edition,Eléctrico,82,19.990,2.000,Las Palmas,2020,https://imgs.coches.com/coches/fotos/usados/2021/12/31/4/medium/03080970275760588965de642237d487347fac3912_original.jpg
Smart,Forfour EQ,Eléctrico,82,16.990,7.730,Jaen,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/30/8/medium/03077961911184LND_012.jpg
Smart,Fortwo Coupé EQ,Eléctrico,82,19.295,3.537,Madrid,2020,https://imgs.coches.com/coches/fotos/usados/2021/12/23/a/medium/0306748371W1A4533911K431980_1.jpg
Smart,Forfour EQ,Eléctrico,82,16.700,3.563,Barcelona,2020,https://imgs.coches.com/coches/fotos/usados/2021/10/07/1/medium/02947817091935LCL_01.jpg
Smart,Forfour EQ,Eléctrico,82,16.500,40,Murcia,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/21/8/medium/0311558903645646-2222LLN_01.jpg
Smart,Forfour EQ,Eléctrico,82,16.500,1.035,Murcia,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/21/e/medium/0311558921645642-8341LLR_01.jpg
Smart,Forfour EQ,Eléctrico,82,15.900,3.418,Murcia,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/21/4/medium/0311559153645717-9905LLY_01.jpg
Smart,Forfour EQ,Eléctrico,82,19.000,2.900,Madrid,2020,https://imgs.coches.com/coches/fotos/usados/2021/12/07/9/medium/565223a5a2acc670d4159203a9e7b2fa.jpeg
Smart,Forfour EQ,Eléctrico,82,19.000,2.200,Madrid,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/11/d/medium/07b6dd22588b77898b8f4c0c98f0e4c0.jpg
Smart,Forfour EQ,Eléctrico,82,19.000,2.010,Madrid,2020,https://imgs.coches.com/coches/fotos/usados/2021/12/03/d/medium/013525eee5af19218f5c5ae5dbc0d34b.jpeg
Smart,Forfour EQ,Eléctrico,82,19.000,2.600,Madrid,2020,https://imgs.coches.com/coches/fotos/usados/2021/12/03/d/medium/e83109ebb7059817401258770b7efed5.jpeg
Smart,Forfour EQ,Eléctrico,82,19.000,2.800,Madrid,2020,https://imgs.coches.com/coches/fotos/usados/2021/12/03/9/medium/8ceacee5db7788f2a33f757188a3fe7e.jpeg
Smart,Fortwo Coupé EQ Passion,Eléctrico,82,19.000,3.300,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/11/24/9/medium/22c9c1fa5ac70c029cde6a4e9772865e.jpg
Smart,Forfour EQ,Eléctrico,82,19.000,1.500,Madrid,2020,https://imgs.coches.com/coches/fotos/usados/2021/11/17/a/medium/bfef29fa5006116ff34ee01c171ce1eb.jpeg
Smart,Fortwo Coupé EQ Passion,Eléctrico,82,18.000,4.350,Madrid,2020,https://imgs.coches.com/coches/fotos/usados/2021/11/10/6/medium/fd8676ccf3bf1d4db024086d06bfd783.jpg
Smart,Forfour EQ,Eléctrico,82,18.000,3.850,Madrid,2020,https://imgs.coches.com/coches/fotos/usados/2021/11/10/1/medium/3de370fb36878cf16baf7b38bae36788.jpg
Smart,Forfour EQ Passion,Eléctrico,82,14.950,1.900,Barcelona,2019,https://imgs.coches.com/coches/fotos/usados/2022/01/11/4/medium/03098870237622643d702c9a82df2509a852f7d2a2_original.jpg
Smart,Forfour 66 Aut.,Gasolina,90,14.850,24.450,Barcelona,2018,https://imgs.coches.com/coches/fotos/usados/2022/01/27/1/medium/0312391130ac7de3a048fdc0c7ea48759c717beec7_original.jpg
Smart,Fortwo Coupé EQ,Eléctrico,82,22.400,6,Cordoba,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/21/d/medium/0306294813W1A4533911K418255_1.jpg
Smart,Forfour EQ,Eléctrico,82,19.000,2.700,Madrid,2020,https://imgs.coches.com/coches/fotos/usados/2021/12/03/4/medium/dd11c5b7d07121003c6fff555b5c5e7e.jpeg
Smart,Fortwo Coupé EQ,Eléctrico,82,23.400,5,Toledo,2021,https://imgs.coches.com/coches/fotos/usados/2021/10/14/9/medium/02958853379390LPD_01.jpg
Smart,Fortwo Cabrio Electric Drive,Eléctrico,82,15.900,3.733,Cadiz,2019,https://imgs.coches.com/coches/fotos/usados/2022/01/11/5/medium/0309796975K386651_01.jpg
Smart,Fortwo Cabrio EQ Passion,Eléctrico,82,14.998,4.000,Valencia,2019,https://imgs.coches.com/coches/fotos/usados/2021/12/16/7/medium/0c440cb3844d92a2213d3462c46a1788.jpg
Smart,Fortwo Cabrio Brabus,Gasolina,102,10.990,98.230,Madrid,2015,https://imgs.coches.com/coches/fotos/usados/2022/01/10/2/medium/0309734817d1599fe771b569747509feb171ef3a69_original.jpg
Smart,Fortwo Cabrio Electric Drive,Eléctrico,82,15.318,7.972,Madrid,2018,https://imgs.coches.com/coches/fotos/usados/2022/01/18/a/medium/031096710115512047_01.jpg
Smart,Fortwo Cabrio 45 Pure Aut.,Gasolina,61,2.700,177.591,Madrid,2003,https://imgs.coches.com/coches/fotos/usados/2022/01/18/8/medium/031097094714743294_01.jpg
Smart,Fortwo Coupé EQ Passion,Eléctrico,82,13.490,10.072,Valencia,2019,https://imgs.coches.com/coches/fotos/usados/2022/01/25/a/medium/aebe58349b7e4026ac82e420a0a223a9.jpg
Smart,Fortwo Coupé EQ,Eléctrico,82,15.900,5.281,Sevilla,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/12/c/medium/03099723839445LPG_01.jpg
Smart,Fortwo Cabrio EQ Edition,Eléctrico,82,19.990,2.000,Las Palmas,2020,https://imgs.coches.com/coches/fotos/usados/2021/12/31/4/medium/03080970275760588965de642237d487347fac3912_original.jpg
Smart,Forfour 80 Brabus Aut.,Gasolina,109,13.900,39.000,Las Palmas,2018,https://imgs.coches.com/coches/fotos/usados/2022/01/26/6/medium/c584306058570d1e87f7780a596ec730.jpg
Smart,Forfour 52 Proxy,Gasolina,71,8.490,90.050,Las Palmas,2016,https://imgs.coches.com/coches/fotos/usados/2022/01/25/c/medium/56a850f0ed4d7715c3cecc1e12aeb68e.jpg
Smart,Forfour Electric Drive,Eléctrico,82,11.190,25.630,Madrid,2017,https://imgs.coches.com/coches/fotos/usados/2022/01/27/d/medium/03124860246556232936ec4d757d8ee119ccb21f42-6664556-2aa5a356158c44156ad0ff86776ac2082352b14c-wc-265.jpg
Smart,Forfour 66 Passion Aut.,Gasolina,90,13.990,8.000,Barcelona,2019,https://imgs.coches.com/coches/fotos/usados/2022/01/20/c/medium/4589114863f6c48dc4a52473fcf5bb6f.JPG
Smart,Forfour 80 Brabus Aut.,Gasolina,109,16.900,42.200,Las Palmas,2018,https://imgs.coches.com/coches/fotos/usados/2022/01/19/8/medium/a10c9a1cfd0359cf347e306e5ab39cd9.jpg
Smart,Fortwo Coupé 66 Passion,Gasolina,90,11.550,35.839,Valencia,2016,https://imgs.coches.com/coches/fotos/usados/2022/01/21/4/medium/0311554649168666-3579jsx_photo_02.jpg
Smart,Fortwo Coupé 52 mhd,Gasolina,71,7.900,76.400,Madrid,2013,https://imgs.coches.com/coches/fotos/usados/2022/01/19/4/medium/9b44cacee209f2b870cca4569d375fe7.jpg
Ssangyong,G15 Line 4x2 L.P.,Gasolina,149,18.290,15,Burgos,2022,https://imgs.coches.com/coches/fotos/usados/2021/12/21/0/medium/030632694529a1eefe5c3aa15eea3a8f80fea58d97_original.jpg
Ssangyong,G15 Line 4x2 L.P.,Gasolina,149,18.290,15,Burgos,2022,https://imgs.coches.com/coches/fotos/usados/2021/10/15/1/medium/029615259776edb853-251c-4da1-9ed4-348e7691573c_original.jpg
Ssangyong,G15 Line 4x2 L.P.,Gasolina,149,18.400,15,Burgos,2022,https://imgs.coches.com/coches/fotos/usados/2021/10/14/3/medium/0295896373f94ad748-3293-4f59-90b1-fc352c0d9426_original.jpg
Ssangyong,G15 Line 4x2 L.P.,Gasolina,149,18.400,15,Burgos,2022,https://imgs.coches.com/coches/fotos/usados/2021/12/29/b/medium/0307661931992615fdcbc97b5b24a1713df492500d_original.jpg
Ssangyong,Tivoli G12 Line 4x2,Gasolina,128,13.900,8,Burgos,2022,https://imgs.coches.com/coches/fotos/usados/2021/12/21/f/medium/0306329919e1319e4fd7fe655196403df27c120adb_original.jpg
Ssangyong,Tivoli G12 Line 4x2,Gasolina,128,13.900,8,Burgos,2022,https://imgs.coches.com/coches/fotos/usados/2021/10/09/7/medium/029511517155bc4a0f-2319-4019-ab60-450569f4ab8f_original.jpg
Ssangyong,G15 GLP Urban 4x2,Gasolina,163,21.700,1,Alava,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/15/3/medium/6d890f3f5daf08a4b1a21166d8bacad0.jpeg
Ssangyong,G15 Line 4x2 L.P.,Gasolina,149,18.500,8,Burgos,2022,https://imgs.coches.com/coches/fotos/usados/2021/10/12/2/medium/02956631234565765f-b094-4650-ab4a-2102666201fa_original.jpg
Ssangyong,G15 Line 4x2 L.P.,Gasolina,149,18.499,7,Burgos,2022,https://imgs.coches.com/coches/fotos/usados/2021/10/10/7/medium/0295270331a1e9d498-3233-405a-a1d6-6d1b3647333f_original.jpg
Ssangyong,G15 Urban 4x2 L.P.,Gasolina,149,21.900,8,Granada,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/19/7/medium/d51612cd9990c5a4ce111ef425572092.jpg
Ssangyong,G15 Urban 4x2 L.P.,Gasolina,149,21.600,10,Granada,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/19/f/medium/e323574e7b8c676995c9d02ae34dd006.jpeg
Ssangyong,G15 Urban 4x2 L.P.,Gasolina,149,19.490,15,Burgos,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/03/2/medium/03085164073e053e9a2c9c8dbae88cf2791e3f5e01_original.jpg
Ssangyong,G15 Urban 4x2 L.P.,Gasolina,149,19.490,15,Burgos,2022,https://imgs.coches.com/coches/fotos/usados/2021/10/15/8/medium/02961525850049e7d1-9725-46dd-9111-e9205e66646c_original.jpg
Ssangyong,Tivoli G12 Urban Plus 4x2,Gasolina,128,15.990,15,Burgos,2022,https://imgs.coches.com/coches/fotos/usados/2021/10/16/4/medium/02962221654b7c1d30-2ce6-4bc5-a4f7-ae9fe086d7f3_original.jpg
Ssangyong,G15 Urban 4x2,Gasolina,163,20.850,5,Burgos,2022,https://imgs.coches.com/coches/fotos/usados/2021/12/21/2/medium/0306334401a188b912ab47dc4c0e581de98c830ccf_original.jpg
Ssangyong,G15 Urban 4x2,Gasolina,163,20.850,5,Burgos,2022,https://imgs.coches.com/coches/fotos/usados/2021/10/09/6/medium/0295117813bf697b8c-6021-4b44-ac5d-eeb821a15160_original.jpg
Ssangyong,Tivoli G12 Urban 4x2,Gasolina,128,15.900,5,Burgos,2022,https://imgs.coches.com/coches/fotos/usados/2021/10/14/6/medium/0295896361a7b1cd13-209f-414c-a47c-95b87bded20f_original.jpg
Ssangyong,G15 Line 4x2,Gasolina,163,18.450,5,Burgos,2022,https://imgs.coches.com/coches/fotos/usados/2021/12/27/3/medium/03073868439fe9a23f6c728a0abf7e5d06cf68b0f6_original.jpg
Ssangyong,G15 Line 4x2,Gasolina,163,18.450,5,Burgos,2022,https://imgs.coches.com/coches/fotos/usados/2021/10/09/1/medium/02951179151da136ab-4584-4e26-9328-3a1af06b91d9_original.jpg
